,Cardiomyocytes_3_corr,Cardiomyocytes_3_pval,Cardiomyocytes_3_qval,Cardiomyocytes_3_ci_low,Cardiomyocytes_3_ci_high,gene_annotation
ENSMUSG00000069237,0.6150300208534412,0.0,0.0,0.6109348983396492,0.6190922318259232,Fam8a1
ENSMUSG00000024268,0.5951276573905248,0.0,0.0,0.5908744548516371,0.5993477797632246,Celf4
ENSMUSG00000037032,0.5806629976433211,0.0,0.0,0.5762982050372756,0.5849946641499938,Apbb1
ENSMUSG00000012296,0.5752991139353559,0.0,0.0,0.570893646494415,0.5796714542731125,Tjap1
ENSMUSG00000036934,0.5738098066619419,0.0,0.0,0.5693931133810921,0.5781933740804108,4921524J17Rik
ENSMUSG00000097222,0.5719858139471781,0.0,0.0,0.5675554121872219,0.5763830922596129,1010001N08Rik
ENSMUSG00000027122,0.57166482704139,0.0,0.0,0.5672320174259627,0.5760645137360378,Arl14ep
ENSMUSG00000036309,0.5714548003635158,0.0,0.0,0.5670204159910349,0.5758560621763356,Skp1a
ENSMUSG00000042726,0.5653236574524675,0.0,0.0,0.5608435603535935,0.5697706482502853,Trafd1
ENSMUSG00000028926,0.5645851156714782,0.0,0.0,0.5600995457898627,0.5690375819534372,Cdk14
ENSMUSG00000043987,0.5643351250758352,0.0,0.0,0.5598477043394335,0.5687894431630183,Cep164
ENSMUSG00000020894,0.563872709137024,0.0,0.0,0.559381866997952,0.5683304504329301,Vamp2
ENSMUSG00000042078,0.563350733519665,0.0,0.0,0.558856032705766,0.5678123356038794,Svop
ENSMUSG00000015889,0.5631084611317128,0.0,0.0,0.5586119705612149,0.5675718539804248,Lta4h
ENSMUSG00000020462,0.5609975579922164,0.0,0.0,0.556485506339596,0.5654765214262353,Cfap36
ENSMUSG00000037103,0.5606338173533509,0.0,0.0,0.5561190902605059,0.5651154579956568,Dcaf15
ENSMUSG00000030509,0.5605468791439285,0.0,0.0,0.5560315128498762,0.5650291594157018,Asb7
ENSMUSG00000000339,0.5599920994087697,0.0,0.0,0.5554726565344303,0.5644784590452029,Rtca
ENSMUSG00000052727,0.5598831136917838,0.0,0.0,0.5553628704586521,0.5643702742444582,Map1b
ENSMUSG00000020253,0.5598285791457072,0.0,0.0,0.5553079354861836,0.5643161404050003,Ppm1m
ENSMUSG00000040729,0.5594903733750276,0.0,0.0,0.5549672472803773,0.5639804188265213,Cep126
ENSMUSG00000014470,0.5560501142863474,0.0,0.0,0.551501822854589,0.5605653448224288,Rnf166
ENSMUSG00000022332,0.5558276868271368,0.0,0.0,0.5512777737518447,0.560344540400703,Khdrbs3
ENSMUSG00000000184,0.5556036297224541,0.0,0.0,0.551052083785885,0.5601221175758184,Ccnd2
ENSMUSG00000053825,0.5534676507050701,0.0,0.0,0.5489005718224552,0.5580016857498511,Ppfia2
ENSMUSG00000019832,0.5531865419969609,0.0,0.0,0.5486174233838379,0.5577226187442416,Rab32
ENSMUSG00000030682,0.5518759926859511,0.0,0.0,0.5472973785335239,0.5564215744638629,Cdipt
ENSMUSG00000027523,0.5511124992578299,0.0,0.0,0.5465283637415137,0.5556636081547599,Gnas
ENSMUSG00000040365,0.5505594991896042,0.0,0.0,0.5459713693643533,0.5551146066675318,Trim41
ENSMUSG00000051007,0.5494693418975577,0.0,0.0,0.5448733497656172,0.5540323203584704,Pddc1
ENSMUSG00000020657,0.5492393747998288,0.0,0.0,0.5446417261388434,0.5538040116631315,Dnajc27
ENSMUSG00000079235,0.5492116686295373,0.0,0.0,0.5446138204391868,0.5537765052489163,Ccdc13
ENSMUSG00000002608,0.549020708465303,0.0,0.0,0.544421485328928,0.5535869215991954,Ccdc97
ENSMUSG00000027254,0.5481279764151961,0.0,0.0,0.543522331869736,0.5527006184278882,Map1a
ENSMUSG00000036810,0.5475939604540634,0.0,0.0,0.5429844797915057,0.5521704431599537,Cnep1r1
ENSMUSG00000097801,0.5474073234513707,0.0,0.0,0.5427965029690706,0.5519851475953581,Gm26777
ENSMUSG00000048076,0.5473259388936476,0.0,0.0,0.5427145343168717,0.5519043478408906,Arf1
ENSMUSG00000040563,0.5467619904994662,0.0,0.0,0.542146540895553,0.5513444494367005,Plppr2
ENSMUSG00000030499,0.5466092890098794,0.0,0.0,0.5419927448511185,0.551192843861217,Kctd15
ENSMUSG00000001034,0.5463835402489684,0.0,0.0,0.5417653785035286,0.55096871470852,Mapk7
ENSMUSG00000090000,0.5461759480599756,0.0,0.0,0.541556299423972,0.5507626112817289,Ier3ip1
ENSMUSG00000034640,0.5457867808607049,0.0,0.0,0.5411643463329727,0.5503762335156406,Tiparp
ENSMUSG00000005823,0.5445316133630818,0.0,0.0,0.5399002072802732,0.5491300492859218,Gpr108
ENSMUSG00000049354,0.5440683390413812,0.0,0.0,0.5394336268934355,0.5486700854644745,Dcaf7
ENSMUSG00000029581,0.5435953478576713,0.0,0.0,0.5389572632384003,0.54820047134244,Fscn1
ENSMUSG00000092060,0.542842017653225,0.0,0.0,0.5381985678445348,0.5474525137680789,Bend4
ENSMUSG00000007415,0.5428319315452211,0.0,0.0,0.5381884099547014,0.547442499542605,Gatad1
ENSMUSG00000030101,0.542702172292619,0.0,0.0,0.5380577273386935,0.5473136649514788,Sumf1
ENSMUSG00000036955,0.5426837932309603,0.0,0.0,0.5380392175101706,0.5472954168409242,Kif1bp
ENSMUSG00000020695,0.5426623433262011,0.0,0.0,0.5380176149951896,0.54727411976153,Mrc2
ENSMUSG00000024212,0.5420600922721065,0.0,0.0,0.5374110815795952,0.5466761571621388,Mllt1
ENSMUSG00000090210,0.5419979074597044,0.0,0.0,0.5373484548703125,0.5466144148815496,Itga10
ENSMUSG00000074748,0.5418999683883409,0.0,0.0,0.5372498199296094,0.546517172681718,Atxn7l3b
