,Mid-Hind Gut_corr,Mid-Hind Gut_pval,Mid-Hind Gut_qval,Mid-Hind Gut_ci_low,Mid-Hind Gut_ci_high,gene_annotation
ENSMUSG00000008892,0.8296567915047425,0.0,0.0,0.8266026171680972,0.8326620987251042,Vdac3
ENSMUSG00000068921,0.8231695294029342,0.0,0.0,0.8200104836404962,0.8262784221803817,Dap3
ENSMUSG00000038848,0.8081422436070956,0.0,0.0,0.804743489306707,0.8114880166696428,Ythdf1
ENSMUSG00000031575,0.8057952747047583,0.0,0.0,0.8023594884743297,0.809177656761035,Ash2l
ENSMUSG00000032312,0.8012696381437527,0.0,0.0,0.797762753127465,0.8047223176391157,Csk
ENSMUSG00000010376,0.7987180321998388,0.0,0.0,0.7951712405567615,0.8022101747240965,Nedd8
ENSMUSG00000018572,0.7966352748117285,0.0,0.0,0.7930560052777188,0.8001595375104662,Phf23
ENSMUSG00000039615,0.7942366098109069,0.0,0.0,0.790620043161307,0.7977977625057779,Stub1
ENSMUSG00000053929,0.7912438599874129,0.0,0.0,0.787580919242505,0.7948508860896076,Cyhr1
ENSMUSG00000029048,0.7883814231171759,0.0,0.0,0.7846742942551631,0.7920321659691003,Rer1
ENSMUSG00000003464,0.7881259577669943,0.0,0.0,0.7844148931484052,0.7917805946635597,Pex19
ENSMUSG00000038467,0.7850959416910395,0.0,0.0,0.781338294977376,0.7887966703900943,Chmp4b
ENSMUSG00000042688,0.7844297721172672,0.0,0.0,0.7806619085032538,0.7881406110196514,Mapk6
ENSMUSG00000040842,0.7835954952115788,0.0,0.0,0.7798148489202812,0.7873189837260136,Szrd1
ENSMUSG00000063904,0.7825745284456821,0.0,0.0,0.778778257877609,0.7863134792365113,Dpp3
ENSMUSG00000045598,0.7814598646825005,0.0,0.0,0.777646559627115,0.7852156741492095,Zfp553
ENSMUSG00000051469,0.7810436456514244,0.0,0.0,0.7772239862001457,0.7848057441478691,Zfp24
ENSMUSG00000051853,0.7810392267235516,0.0,0.0,0.7772194998271981,0.7848013919719129,Arf3
ENSMUSG00000020918,0.7797475329376543,0.0,0.0,0.7759081078658004,0.7835291944858461,Kat2a
ENSMUSG00000030105,0.7784913351318874,0.0,0.0,0.7746327850208236,0.7822919268062065,Arl8b
ENSMUSG00000007415,0.7783990176036893,0.0,0.0,0.7745390632382169,0.7822009992632997,Gatad1
ENSMUSG00000003037,0.7782653462349115,0.0,0.0,0.7744033588765418,0.7820693402397505,Rab8a
ENSMUSG00000001910,0.7780622534789468,0.0,0.0,0.7741971779856395,0.7818693042779957,Nacc1
ENSMUSG00000031774,0.7774674894271969,0.0,0.0,0.7735933749440325,0.7812834876430156,Fam192a
ENSMUSG00000042305,0.776319965505187,0.0,0.0,0.7724284312847841,0.780153207660348,Tmem183a
ENSMUSG00000002968,0.7754670645244611,0.0,0.0,0.7715625999904597,0.7793131070819086,Med25
ENSMUSG00000046034,0.7754059347660155,0.0,0.0,0.7715005440364266,0.7792528942325238,Otulin
ENSMUSG00000044408,0.7750014148580355,0.0,0.0,0.7710898969969471,0.7788544400862047,Sptssa
ENSMUSG00000028409,0.7743264517098741,0.0,0.0,0.770404717645643,0.7781895910624353,Smu1
ENSMUSG00000029416,0.7739260698227595,0.0,0.0,0.7699982798820998,0.7777952046886207,Slc15a4
ENSMUSG00000061032,0.7737334290665601,0.0,0.0,0.7698027265219595,0.7776054475432258,Rrp1
ENSMUSG00000019579,0.7733418215980375,0.0,0.0,0.7694052004758858,0.7772196998142616,Mydgf
ENSMUSG00000075486,0.7715857285559397,0.0,0.0,0.7676226041368174,0.775489847873473,Commd6
ENSMUSG00000053841,0.7711696734950049,0.0,0.0,0.7672002788767139,0.7750800012876662,Txlna
ENSMUSG00000018974,0.7710208335977999,0.0,0.0,0.7670491967088967,0.7749333816166276,Sart3
ENSMUSG00000074748,0.7702877101960333,0.0,0.0,0.7663050352429833,0.7742111879798197,Atxn7l3b
ENSMUSG00000025465,0.7701226689877163,0.0,0.0,0.7661375106122343,0.7740486058783063,Echs1
ENSMUSG00000001729,0.7686378768673561,0.0,0.0,0.764630400750509,0.7725859138129134,Akt1
ENSMUSG00000017299,0.7682726741834269,0.0,0.0,0.7642597154627784,0.7722261404847418,Dnttip1
ENSMUSG00000001229,0.767944100893784,0.0,0.0,0.7639262117339649,0.7719024498262363,Dpp9
ENSMUSG00000024962,0.7678207216615719,0.0,0.0,0.7638009816767086,0.7717809034914384,Vegfb
ENSMUSG00000039536,0.7677259084954643,0.0,0.0,0.7637047464138078,0.7716874986542943,Stau1
ENSMUSG00000028800,0.767722521625415,0.0,0.0,0.763701308747611,0.7716841620887297,Hdac1
ENSMUSG00000038762,0.7659523386288776,0.0,0.0,0.7619046078217094,0.7699402414142767,Abcf1
ENSMUSG00000027170,0.7656226357906466,0.0,0.0,0.7615699728072446,0.7696154234453695,Eif3m
ENSMUSG00000021578,0.7654095440954959,0.0,0.0,0.7613536945252039,0.7694054878121818,Ccdc127
ENSMUSG00000031513,0.7642795027039774,0.0,0.0,0.7602067695084062,0.7682921688283425,Leprotl1
ENSMUSG00000037570,0.7642685833106803,0.0,0.0,0.7601956870954079,0.7682814109023302,Mcrs1
ENSMUSG00000109336,0.7640392627454254,0.0,0.0,0.7599629434653529,0.7680554808231086,Samd4b
ENSMUSG00000004937,0.763332498881999,0.0,0.0,0.7592456363235286,0.7673591601171517,Sgta
ENSMUSG00000042502,0.7623398589326907,0.0,0.0,0.7582382052534519,0.766381171400137,Cd2bp2
ENSMUSG00000028857,0.7617233854456911,0.0,0.0,0.7576125556826994,0.7657737875487567,Tmem222
ENSMUSG00000019849,0.7617147917266289,0.0,0.0,0.7576038341012459,0.7657653204893083,Prep
ENSMUSG00000020610,0.761463168881455,0.0,0.0,0.7573484681145781,0.7655174055967509,Amz2
ENSMUSG00000097219,0.7610664543991011,0.0,0.0,0.7569458546637354,0.7651265347143094,Gm26551
ENSMUSG00000028988,0.7598326650214473,0.0,0.0,0.7556937393778574,0.7639108999153063,Ctnnbip1
ENSMUSG00000068479,0.7594130215451758,0.0,0.0,0.7552678696847958,0.76349742468125,Mfap1a
ENSMUSG00000016946,0.7590978173638063,0.0,0.0,0.7549479911460163,0.7631868514109443,Kctd5
ENSMUSG00000020740,0.7585271780379811,0.0,0.0,0.7543688944808455,0.7626245909876023,Gga3
ENSMUSG00000037089,0.7582190601547422,0.0,0.0,0.7540562127304826,0.7623209947357974,Slc35b2
ENSMUSG00000090000,0.7580019749415384,0.0,0.0,0.7538359131664809,0.7621070941651468,Ier3ip1
ENSMUSG00000008393,0.7576113399167772,0.0,0.0,0.7534394964219349,0.7617221875035427,Carhsp1
ENSMUSG00000038406,0.7570290853142716,0.0,0.0,0.7528486296014405,0.7611484658324822,Scaf1
ENSMUSG00000062580,0.7569979602460051,0.0,0.0,0.7528170443471868,0.7611177967200488,Timm17a
ENSMUSG00000010205,0.7569125579892971,0.0,0.0,0.7527303795119209,0.7610336454392964,Raver1
ENSMUSG00000008301,0.7568996002674011,0.0,0.0,0.7527172302370049,0.7610208775105538,Phax
ENSMUSG00000058239,0.7566576623326648,0.0,0.0,0.752471716364942,0.7607824826805507,Usf2
ENSMUSG00000015488,0.7564860374101182,0.0,0.0,0.7522975554642102,0.7606133704759914,Cacfd1
ENSMUSG00000031819,0.7560509704704124,0.0,0.0,0.7518560624757823,0.7601846707339045,Emc8
ENSMUSG00000024381,0.7558088748692646,0.0,0.0,0.7516103926904266,0.7599461166391946,Bin1
ENSMUSG00000024826,0.7557899334525116,0.0,0.0,0.7515911716807455,0.7599274522607992,Dpf2
ENSMUSG00000032180,0.7551132427055599,0.0,0.0,0.7509044970265242,0.7592606543595739,Tmed1
ENSMUSG00000057177,0.7546949717365501,0.0,0.0,0.7504800594311333,0.7588484939267699,Gsk3a
ENSMUSG00000037017,0.7543768664200238,0.0,0.0,0.7501572665717938,0.7585350335953387,Zscan21
ENSMUSG00000025142,0.7540173951024689,0.0,0.0,0.749792500569675,0.7581808089746528,Aspscr1
ENSMUSG00000035863,0.7538713050021425,0.0,0.0,0.7496442594293224,0.7580368504436026,Palm
ENSMUSG00000022365,0.7538286668433348,0.0,0.0,0.7496009935434819,0.757994834332494,Derl1
ENSMUSG00000029434,0.7535740399526196,0.0,0.0,0.7493426187396471,0.7577439214713554,Vps33a
ENSMUSG00000025979,0.7532057897127592,0.0,0.0,0.7489689504169658,0.7573810404087559,Mob4
ENSMUSG00000003346,0.7531941897890173,0.0,0.0,0.7489571798667899,0.7573696095727992,Abhd17a
ENSMUSG00000023944,0.753165239971592,0.0,0.0,0.7489278042302887,0.7573410817349604,Hsp90ab1
ENSMUSG00000049940,0.7528637549523357,0.0,0.0,0.7486218856971808,0.7570439902874335,Pgrmc2
ENSMUSG00000025487,0.7528379436893827,0.0,0.0,0.7485956949484218,0.757018555094298,Psmd13
ENSMUSG00000052406,0.7526392526338072,0.0,0.0,0.7483940831138167,0.7568227585410464,Rexo4
ENSMUSG00000043439,0.7526291273720787,0.0,0.0,0.7483838090307032,0.7568127807625488,E130012A19Rik
ENSMUSG00000034781,0.7524117342568526,0.0,0.0,0.748163221156724,0.7565985536965166,Gna11
ENSMUSG00000032803,0.752213238908781,0.0,0.0,0.747961809587323,0.7564029483911243,Cdv3
ENSMUSG00000027466,0.7513491899142482,0.0,0.0,0.7470850754216998,0.7555514710036116,Rbck1
ENSMUSG00000036980,0.7512067434013796,0.0,0.0,0.7469405390648862,0.7554110956736888,Taf6
ENSMUSG00000028223,0.7508372436843398,0.0,0.0,0.7465656202680001,0.7550469667112771,Decr1
ENSMUSG00000025917,0.7507390779365146,0.0,0.0,0.7464660152782384,0.7549502273862742,Cops5
