,Extra-Embryonic endoderm_corr,Extra-Embryonic endoderm_pval,Extra-Embryonic endoderm_qval,Extra-Embryonic endoderm_ci_low,Extra-Embryonic endoderm_ci_high,gene_annotation
ENSMUSG00000033863,0.752486958088525,0.0,0.0,0.7482395503541036,0.7566726820921942,Klf9
ENSMUSG00000025351,0.7500461120158871,0.0,0.0,0.7457628949917026,0.7542673255728963,Cd63
ENSMUSG00000040813,0.7488703400969761,0.0,0.0,0.7445699157458565,0.7531086087710411,Tex264
ENSMUSG00000028980,0.7481474644434573,0.0,0.0,0.7438364745010942,0.7523962057115453,H6pd
ENSMUSG00000021939,0.7476461722908629,0.0,0.0,0.7433278615307283,0.751902170146319,Ctsb
ENSMUSG00000025647,0.7472804043105258,0.0,0.0,0.7429567550640014,0.7515416939210773,Shisa5
ENSMUSG00000038067,0.747225354183005,0.0,0.0,0.742900901694551,0.751487440011981,Csf3
ENSMUSG00000018569,0.7467720280947152,0.0,0.0,0.7424409633693245,0.7510406684211753,Cldn7
ENSMUSG00000002985,0.746692841752653,0.0,0.0,0.7423606224302319,0.7509626266081564,Apoe
ENSMUSG00000031447,0.7463752512828491,0.0,0.0,0.7420384025019134,0.7506496252708101,Lamp1
ENSMUSG00000030894,0.745709520660509,0.0,0.0,0.7413629741484853,0.7499935081253696,Tpp1
ENSMUSG00000003402,0.7456699056776478,0.0,0.0,0.7413227823697759,0.7499544649365417,Prkcsh
ENSMUSG00000017760,0.7454361060685617,0.0,0.0,0.741085579263377,0.7497240393320919,Ctsa
ENSMUSG00000020097,0.744930690673439,0.0,0.0,0.7405728100825576,0.7492259141248679,Sgpl1
ENSMUSG00000024486,0.7448665095330307,0.0,0.0,0.7405076954707613,0.7491626583952025,Hbegf
ENSMUSG00000029811,0.7444063726402451,0.0,0.0,0.7400408685938649,0.7487091537988301,Aoc1
ENSMUSG00000028841,0.7443051604766732,0.0,0.0,0.7399381854591859,0.748609399941305,Cnksr1
ENSMUSG00000045980,0.74362510508718,0.0,0.0,0.7392482517346445,0.7479391380131095,Tmem104
ENSMUSG00000031770,0.7435826557764413,0.0,0.0,0.7392051861192069,0.7478972997221529,Herpud1
ENSMUSG00000047517,0.7424840619997527,0.0,0.0,0.7380906547470641,0.7468145072947894,Dmbt1
ENSMUSG00000023906,0.7422527302521079,0.0,0.0,0.7378559700634683,0.7465864999232018,Cldn6
