,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000036111,0.1923364213854395,2.841413499260934e-224,6.976238423385445e-220,0.18081207948317818,0.20380795527252313,Lmo1
ENSMUSG00000041841,0.18423126981146232,1.6261929725037067e-205,1.9963144930455503e-201,0.172671524076124,0.19574027259360138,Rpl37
ENSMUSG00000062647,0.18148545796209206,2.3216315592084586e-199,1.9000232680562026e-195,0.1699140764061451,0.1930068008933124,Rpl7a
ENSMUSG00000019689,0.17998931218855935,4.753394906092845e-196,2.9176337933597884e-192,0.16841166673402633,0.19151730378217136,Fmc1
ENSMUSG00000060126,0.16826125823117752,4.039549181726819e-171,1.983580230195137e-167,0.15663637430186786,0.1798395278242157,Tpt1
ENSMUSG00000037563,0.16550608410745068,1.5869674735775576e-165,5.566175058753742e-162,0.1538705821365037,0.177095691636528,Rps16
ENSMUSG00000024661,0.16453626114508285,1.4001383046294613e-163,3.8195772950291705e-160,0.1528970650012068,0.17612981676352718,Fth1
ENSMUSG00000058546,0.16250286393676294,1.5335998999307165e-159,3.137745395258246e-156,0.15085599566885183,0.17410462491527118,Rpl23a
ENSMUSG00000075227,0.1623184880621292,3.54270688755373e-159,6.212895678801369e-156,0.1506709290435604,0.17392098819888058,Znhit2
ENSMUSG00000073940,0.16026501629961395,3.7097973266685657e-155,6.072196264291109e-152,0.1486098192777526,0.17187569421078325,Hbb-bt
ENSMUSG00000109508,0.1563439665774293,1.2413753316535305e-147,1.219129885710299e-144,0.1446744662576784,0.16796998166344265,Gm44956
ENSMUSG00000007892,0.15534936362025537,9.354587377715336e-146,8.506438122135812e-143,0.14367629386010575,0.16697921105490898,Rplp1
ENSMUSG00000049517,0.1544986036231592,3.686109157328545e-144,2.919398452604207e-141,0.14282249949425319,0.16613171052074363,Rps23
ENSMUSG00000059291,0.15261391693068238,1.169635395461629e-140,7.179222057343479e-138,0.1409311526577869,0.16425418330253258,Rpl11
ENSMUSG00000052926,0.1523691263810063,3.307440278279975e-140,1.980592041764145e-137,0.14068550331949306,0.16401031646474099,Rnaseh2a
ENSMUSG00000012848,0.15016733177396024,3.511774334100637e-136,1.539662204479265e-133,0.13847604890550919,0.1618167663227959,Rps5
ENSMUSG00000025508,0.14974719186759952,2.0263525022044134e-135,7.773594786581681e-133,0.13805446059931106,0.1613981865210352,Rplp2
ENSMUSG00000026895,0.14578683012547744,2.3507444943091983e-128,5.889334573906065e-126,0.13408065402476246,0.15745232477733606,Ndufa8
ENSMUSG00000039182,0.14576716722113636,2.545550036529543e-128,6.312964090593267e-126,0.13406092530700153,0.1574327329350813,AW209491
ENSMUSG00000024844,0.13944097005849732,1.885427074806177e-117,2.2471361912932646e-115,0.12771403554419114,0.1511289219720428,Banf1
ENSMUSG00000028062,0.13927879051993378,3.527012782730932e-117,4.084680086868388e-115,0.12755133815224995,0.15096730383161355,Lamtor2
