,Notochord_1_corr,Notochord_1_pval,Notochord_1_qval,Notochord_1_ci_low,Notochord_1_ci_high,gene_annotation
ENSMUSG00000003812,0.8293205432226595,0.0,0.0,0.8272611280265701,0.8313576718240551,Dnase2a
ENSMUSG00000037280,0.8125145527925546,0.0,0.0,0.8102733880802125,0.8147319529367901,Galnt6
ENSMUSG00000029868,0.8054492401233194,0.0,0.0,0.8031327914141889,0.8077413384442597,Trpv6
ENSMUSG00000044349,0.7820799596437802,0.0,0.0,0.7795192407585908,0.7846145374011979,Snhg11
ENSMUSG00000038192,0.7819399108901628,0.0,0.0,0.7793777500655301,0.78447592052685,Cer1
ENSMUSG00000024837,0.7714889789764409,0.0,0.0,0.7688199528499323,0.7741311254393138,Dmrt1
ENSMUSG00000051650,0.7701975327831292,0.0,0.0,0.7675154020680027,0.7728526968480454,B3gnt2
ENSMUSG00000049502,0.7664826980545004,0.0,0.0,0.7637629959545278,0.7691751869827599,Dtx3l
ENSMUSG00000017718,0.7646105228396144,0.0,0.0,0.7618719554481725,0.7673217548910642,Afmid
ENSMUSG00000039059,0.764103023386343,0.0,0.0,0.7613593501330275,0.7668193284215058,Hrh3
ENSMUSG00000020806,0.7638365958911161,0.0,0.0,0.761090243531216,0.7665555628131455,Rhbdf2
ENSMUSG00000048520,0.7610353774462466,0.0,0.0,0.7582609141856806,0.7637822759138085,Fbxl13
ENSMUSG00000001988,0.7565957354443392,0.0,0.0,0.7537769333705711,0.7593866947783198,Npas1
ENSMUSG00000054582,0.7524586558571873,0.0,0.0,0.7495987729249206,0.7552904439778693,Pabpc1l
ENSMUSG00000032633,0.7475302639680658,0.0,0.0,0.7446217399694057,0.7504104015464053,Flcn
ENSMUSG00000097567,0.745089923909031,0.0,0.0,0.7421574345369455,0.747993885942748,Gm26637
ENSMUSG00000030539,0.7436558103754066,0.0,0.0,0.7407092742716239,0.7465737373970558,Sema4b
ENSMUSG00000030669,0.7412213533256186,0.0,0.0,0.7382510351027993,0.7441629255110591,Calca
ENSMUSG00000022906,0.7400059273561437,0.0,0.0,0.7370237652117533,0.7429592759364475,Parp9
ENSMUSG00000057286,0.738217191834314,0.0,0.0,0.7352176348254238,0.7411878369269616,St6galnac2
ENSMUSG00000074194,0.7367652629660815,0.0,0.0,0.7337516177443185,0.739749917335506,Zfp791
ENSMUSG00000000686,0.7350304449345252,0.0,0.0,0.7320000033934653,0.7380318023590912,Abhd15
ENSMUSG00000079550,0.7349147767057966,0.0,0.0,0.7318832167021205,0.7379172464152858,Mpp4
ENSMUSG00000021728,0.7346879053129982,0.0,0.0,0.7316541520765831,0.7376925561530597,Emb
ENSMUSG00000021187,0.7336126747017946,0.0,0.0,0.7305685362116157,0.7366276537043025,Tc2n
ENSMUSG00000029449,0.7330487331325385,0.0,0.0,0.7299991538920585,0.7360691231169938,Rhof
ENSMUSG00000038172,0.7297629300140974,0.0,0.0,0.726681734449776,0.7328147652685529,Ttc39b
ENSMUSG00000025357,0.7293265649654188,0.0,0.0,0.7262411814624179,0.732382565748517,Dgka
ENSMUSG00000072774,0.7291868661494801,0.0,0.0,0.726100142446611,0.7322441999732078,Zfp951
