,Pharyngeal Mesoderm/Neural Crest_1_corr,Pharyngeal Mesoderm/Neural Crest_1_pval,Pharyngeal Mesoderm/Neural Crest_1_qval,Pharyngeal Mesoderm/Neural Crest_1_ci_low,Pharyngeal Mesoderm/Neural Crest_1_ci_high,gene_annotation
ENSMUSG00000041841,0.2048238364658206,6.419384094590665e-255,1.5760871829039003e-250,0.19335713161464044,0.21623459432883993,Rpl37
ENSMUSG00000036111,0.20211971478458113,4.218923415715001e-248,5.179150385131736e-244,0.19064021067029138,0.21354394712871877,Lmo1
ENSMUSG00000062647,0.19969313021694424,4.544462969531107e-242,3.7191884942642584e-238,0.18820229019912324,0.21112930653477696,Rpl7a
ENSMUSG00000060126,0.19147107563864393,3.1510193514956474e-222,1.9340956779480285e-218,0.179942878550018,0.20294668417375278,Tpt1
ENSMUSG00000019689,0.1895626581473895,9.385758046671377e-218,4.608782631237513e-214,0.1780260225297439,0.20104719007342906,Fmc1
ENSMUSG00000037563,0.18100145055859412,2.7557645185608013e-198,9.665647208529256e-195,0.1694280367274889,0.19252495016139845,Rps16
ENSMUSG00000058546,0.17846505198354223,1.0466714351685615e-192,2.3361706432962293e-189,0.16688108024037815,0.18999976256841214,Rpl23a
ENSMUSG00000049517,0.1782071237396683,3.8230638561585424e-192,7.821988649700378e-189,0.16662208701414546,0.18974296582853858,Rps23
ENSMUSG00000024661,0.17427954116136327,1.0977215858309513e-183,1.585368257371854e-180,0.16267848499362567,0.18583241813382192,Fth1
ENSMUSG00000075227,0.17364921220195131,2.392898680546436e-182,3.092128863409268e-179,0.1620456196233258,0.18520478898212261,Znhit2
ENSMUSG00000025508,0.1704979204417793,9.814405293284253e-176,1.0952876307305226e-172,0.15888179037689112,0.18206685336200548,Rplp2
ENSMUSG00000059291,0.16939142820460476,1.9180913116153897e-173,1.8837191153112415e-170,0.15777095252302836,0.18096499487970485,Rpl11
ENSMUSG00000007892,0.16914935296124925,6.0526918034879426e-173,5.715603429201384e-170,0.15752793047889332,0.1807239295225588,Rplp1
ENSMUSG00000012848,0.16700738064960902,1.4606997965140123e-168,8.965775351003008e-166,0.1553776418506546,0.17859083246694024,Rps5
ENSMUSG00000026895,0.1638471616899058,3.3201547880658674e-162,1.3147812960740833e-159,0.15220535441058702,0.17544350902290662,Ndufa8
ENSMUSG00000052926,0.16369556548314868,6.649897943412855e-162,2.551067098541757e-159,0.1520531853059396,0.17529252545783583,Rnaseh2a
ENSMUSG00000073940,0.1634612041156146,1.9434582286348863e-161,7.017027416094666e-159,0.15181793934850968,0.17505911013509756,Hbb-bt
ENSMUSG00000039182,0.159314311576755,2.582335621618416e-153,6.155485842910228e-151,0.14765561264786756,0.17092874168748026,AW209491
ENSMUSG00000109508,0.15743484727205964,1.0481392175173204e-149,2.0587131254788202e-147,0.14576928922663832,0.1690566320301853,Gm44956
ENSMUSG00000024608,0.15524825261261624,1.4492358970185391e-145,2.117954746642808e-143,0.14357482131431773,0.16687848832733077,Rps14
ENSMUSG00000025362,0.1549022276411658,6.46783430493471e-145,9.341074579691587e-143,0.1432275609340441,0.16653379030216808,Rps26
ENSMUSG00000024844,0.1539596474988968,3.7370569904459984e-143,4.8037813209125735e-141,0.14228163008968112,0.1655948103728921,Banf1
ENSMUSG00000044533,0.15167181417174352,6.327924312232184e-139,6.116661327319865e-137,0.1399857526438545,0.16331562774828123,Rps2
ENSMUSG00000061477,0.14974690841312363,2.0287465019598605e-135,1.5712865651772396e-133,0.1380541761690781,0.16139790411769514,Rps7
ENSMUSG00000057841,0.1488923123343791,7.056336464803105e-134,4.9783670368921216e-132,0.13719664701710788,0.16054646846747966,Rpl32
ENSMUSG00000030432,0.14868953903845683,1.6327990032879821e-133,1.126080930582206e-131,0.13699318035290017,0.16034444251265034,Rpl28
ENSMUSG00000028062,0.14736092136766,3.8661856846244535e-131,2.3378640895308468e-129,0.13566004399091705,0.15902069743346567,Lamtor2
ENSMUSG00000028998,0.14597617596117302,1.0914372671333782e-128,5.7752085738488574e-127,0.13427063409205484,0.1576409858438301,Tomm7
ENSMUSG00000090862,0.1424384912907683,1.542773835293797e-122,5.937019310992682e-121,0.13072124175971567,0.15411595453202698,Rps13
ENSMUSG00000006333,0.13977768877060043,5.124197050132974e-118,1.5726160746858097e-116,0.12805183144391494,0.15146447310852534,Rps9
ENSMUSG00000047675,0.1387920137216427,2.3004078325439995e-116,6.40358425222452e-115,0.127063010823282,0.1504822082998184,Rps8
ENSMUSG00000034892,0.13831025806607464,1.4617017074213514e-115,3.9050816453328646e-114,0.1265797262288292,0.15000211102578695,Rps29
ENSMUSG00000000552,0.13805704217057055,3.8528225461874866e-115,1.0106249909614869e-113,0.12632570893955075,0.14974976458251696,Zfp385a
ENSMUSG00000061787,0.13795072929150706,5.784445865631652e-115,1.506041515302103e-113,0.12621906005328448,0.14964381628956483,Rps17
ENSMUSG00000052217,0.13783234580106996,9.091059039322855e-115,2.3347665432369745e-113,0.12610030272499542,0.14952583846383455,Hbb-bh1
ENSMUSG00000033307,0.13773670980915978,1.309510132949997e-114,3.3317194595013816e-113,0.12600436497408063,0.14943052994463668,Mif
