,Cardiac_2_corr,Cardiac_2_pval,Cardiac_2_qval,Cardiac_2_ci_low,Cardiac_2_ci_high,gene_annotation
ENSMUSG00000026374,0.8070695515108691,0.0,0.0,0.803653858006507,0.8104320698471247,Tsn
ENSMUSG00000040731,0.7890439280417053,0.0,0.0,0.7853470119284023,0.7926845665894533,Eif4h
ENSMUSG00000056851,0.7862015584273954,0.0,0.0,0.7824608878035904,0.789885488989775,Pcbp2
ENSMUSG00000026816,0.7859699974820603,0.0,0.0,0.782225769364188,0.7896574481777319,Gtf3c5
ENSMUSG00000038965,0.7828592690167779,0.0,0.0,0.7790673538666936,0.7865939094773392,Ube2l3
ENSMUSG00000021218,0.7796751145277815,0.0,0.0,0.7758345860661852,0.7834578681913148,Gdi2
ENSMUSG00000062580,0.7782291230658175,0.0,0.0,0.7743665848545134,0.7820336623310619,Timm17a
ENSMUSG00000001910,0.7771460647700488,0.0,0.0,0.773267068329645,0.7809668955846538,Nacc1
ENSMUSG00000010205,0.7769633505140178,0.0,0.0,0.7730815798346914,0.7807869275502588,Raver1
ENSMUSG00000038762,0.7754838701707408,0.0,0.0,0.7715796602772267,0.7793296606413064,Abcf1
ENSMUSG00000063015,0.7745716582688388,0.0,0.0,0.7706536345891746,0.7784311242746192,Ccni
ENSMUSG00000024454,0.773828466666568,0.0,0.0,0.7698992009369381,0.777699062627699,Hdac3
ENSMUSG00000031068,0.7729486005972097,0.0,0.0,0.7690060395795154,0.7768323597638678,Glrx3
ENSMUSG00000007656,0.768455015806414,0.0,0.0,0.7644447941571865,0.7724057716079343,Arpp19
ENSMUSG00000038429,0.7676748788314408,0.0,0.0,0.7636529514330003,0.7716372269002717,Usp5
ENSMUSG00000015165,0.766886401108495,0.0,0.0,0.7628526551044861,0.7708604536260292,Hnrnpl
ENSMUSG00000022774,0.7662397370601792,0.0,0.0,0.7621963073410508,0.7702233800714832,Ncbp2
ENSMUSG00000002833,0.7612410950270674,0.0,0.0,0.7571230917349773,0.7652986032564731,Hdgfrp2
ENSMUSG00000024949,0.7611879877806467,0.0,0.0,0.7570691948604106,0.7652462782284406,Sf1
ENSMUSG00000031568,0.7610556811291133,0.0,0.0,0.7569349212436282,0.7651159200927337,Rwdd4a
ENSMUSG00000032435,0.7609711408402728,0.0,0.0,0.7568491243006216,0.7650326246772994,Dync1li1
ENSMUSG00000040028,0.7592415862295223,0.0,0.0,0.7550938918040646,0.763328508290181,Elavl1
ENSMUSG00000057177,0.7585291826046338,0.0,0.0,0.7543709287454803,0.762626566131319,Gsk3a
ENSMUSG00000029466,0.758275598214603,0.0,0.0,0.7541135880953297,0.7623767032345902,Anapc7
ENSMUSG00000001017,0.7573705025733996,0.0,0.0,0.7531950959990124,0.761484880409196,Chtop
ENSMUSG00000025132,0.7572328818482336,0.0,0.0,0.753055439755047,0.7613492764649853,Arhgdia
ENSMUSG00000016946,0.7562765927571107,0.0,0.0,0.7520850167911356,0.760406991491404,Kctd5
ENSMUSG00000036285,0.7551994351289286,0.0,0.0,0.7509919606286899,0.7593455871811698,Noa1
ENSMUSG00000068921,0.7550392542332778,0.0,0.0,0.7508294174789121,0.7591877470298578,Dap3
ENSMUSG00000056820,0.7548517566627818,0.0,0.0,0.7506391554517091,0.759002988765984,Tsnax
ENSMUSG00000022403,0.754607297118298,0.0,0.0,0.7503910926547066,0.7587620997285011,St13
ENSMUSG00000026280,0.753862114918182,0.0,0.0,0.7496349340441546,0.7580277944366138,Atg4b
ENSMUSG00000031819,0.7537872609659158,0.0,0.0,0.7495589781154868,0.7579540324919424,Emc8
ENSMUSG00000002949,0.7533477825714662,0.0,0.0,0.7491130321039561,0.757520963282852,Timm44
ENSMUSG00000000902,0.7528896642627851,0.0,0.0,0.7486481759482779,0.7570695220867717,Smarcb1
ENSMUSG00000037503,0.7528236769534997,0.0,0.0,0.7485812184639056,0.7570044962191629,Fam168b
ENSMUSG00000058655,0.7521133345997504,0.0,0.0,0.7478604378167862,0.7563044983803886,Eif4b
ENSMUSG00000022312,0.751873260967908,0.0,0.0,0.7476168386333544,0.7560679187032698,Eif3h
